industry,sentiment
Cleaning_Maintenance,0.0016778523489932886
Cleaning_Maintenance,0.001388888888888889
Cleaning_Maintenance,0.0038412291933418692
Cleaning_Maintenance,0.0014347202295552368
Cleaning_Maintenance,0.002621231979030144
Cleaning_Maintenance,0.0
Cleaning_Maintenance,0.0110803324099723
Cleaning_Maintenance,0.0
Cleaning_Maintenance,-0.006134969325153374
Cleaning_Maintenance,0.0
Cleaning_Maintenance,0.002890173410404624
Cleaning_Maintenance,0.004815409309791332
Cleaning_Maintenance,0.0
Cleaning_Maintenance,0.0025673940949935813
Cleaning_Maintenance,0.0026595744680851063
Cleaning_Maintenance,0.005442176870748299
Cleaning_Maintenance,0.004076086956521739
Cleaning_Maintenance,0.002652519893899204
Cleaning_Maintenance,-0.0012135922330097086
Cleaning_Maintenance,0.006968641114982578
Construction,0.0030721966205837174
Construction,0.001310615989515072
Construction,0.0
Construction,0.0
Construction,0.0
Construction,0.004944375772558714
Construction,0.0012919896640826874
Construction,0.006385696040868455
Construction,0.003821656050955414
Construction,0.025348542458808618
Construction,0.0
Construction,-0.007863695937090432
Construction,-0.0013812154696132596
Construction,0.0012953367875647669
Construction,-0.0013003901170351106
Construction,0.003926701570680628
Construction,0.002577319587628866
Construction,0.001388888888888889
Construction,0.012698412698412698
Construction,0.005016722408026756
Construction,0.007102272727272727
Construction,0.004366812227074236
Construction,0.001455604075691412
Construction,-0.0013531799729364006
Construction,0.004285714285714286
Construction,0.004335260115606936
Construction,-0.010494752623688156
Construction,0.005856515373352855
Construction,-0.0013550135501355014
Construction,0.01955671447196871
Construction,0.0113314447592068
Construction,0.004285714285714286
Construction,0.0053475935828877
Construction,0.0028530670470756064
Construction,0.00436046511627907
Construction,0.007204610951008645
Construction,0.008816120906801008
Construction,0.008241758241758242
FieldServiceTechnicians,0.0014705882352941176
FieldServiceTechnicians,0.0013157894736842105
FieldServiceTechnicians,0.0
FieldServiceTechnicians,-0.0012642225031605564
FieldServiceTechnicians,0.0038860103626943004
FieldServiceTechnicians,0.007380073800738007
FieldServiceTechnicians,0.0012391573729863693
FieldServiceTechnicians,0.0
FieldServiceTechnicians,0.011185682326621925
FieldServiceTechnicians,0.0
FieldServiceTechnicians,0.006220839813374806
FieldServiceTechnicians,0.008333333333333333
FieldServiceTechnicians,0.007142857142857143
FieldServiceTechnicians,0.00715307582260372
FieldServiceTechnicians,0.00894187779433681
FieldServiceTechnicians,0.003215434083601286
FieldServiceTechnicians,0.008915304606240713
FieldServiceTechnicians,0.0014771048744460858
FieldServiceTechnicians,0.004395604395604396
FieldServiceTechnicians,0.0
FieldServiceTechnicians,0.0
FieldServiceTechnicians,0.02109704641350211
FieldServiceTechnicians,0.0014577259475218659
FieldServiceTechnicians,0.0014104372355430183
FieldServiceTechnicians,0.004291845493562232
FieldServiceTechnicians,0.0033222591362126247
FieldServiceTechnicians,0.005788712011577424
FieldServiceTechnicians,0.0012853470437017994
FieldServiceTechnicians,0.005555555555555556
FieldServiceTechnicians,0.002894356005788712
FieldServiceTechnicians,0.0031397174254317113
FieldServiceTechnicians,0.006006006006006006
FieldServiceTechnicians,0.0
Finance,0.0121580547112462
Finance,0.005856515373352855
Finance,0.0014388489208633094
Finance,0.0
Finance,0.0014084507042253522
Finance,0.0013297872340425532
Finance,-0.001422475106685633
Finance,-0.003968253968253968
Finance,0.0
Finance,-0.001364256480218281
Finance,-0.0014792899408284023
Finance,0.0
Finance,0.0
Finance,0.0
Finance,0.003989361702127659
Finance,0.0
Finance,0.0013513513513513514
Finance,0.0
Finance,0.0012738853503184713
Finance,-0.0013404825737265416
Finance,0.005405405405405406
Finance,0.0
Finance,0.018518518518518517
Finance,0.0013986013986013986
Finance,0.0
Finance,0.0
Finance,0.013959390862944163
Finance,0.01240694789081886
Finance,0.0030441400304414
Finance,0.008968609865470852
Finance,0.001451378809869376
Finance,-0.002680965147453083
Finance,0.0013422818791946308
Finance,0.006435006435006435
Finance,0.0037359900373599006
Finance,0.010666666666666666
Finance,0.008032128514056224
Finance,0.0
Finance,0.008275862068965517
Finance,0.011320754716981131
Finance,0.0054249547920434
Finance,0.0
Finance,0.0
Finance,0.0014492753623188406
Finance,0.0
Finance,0.0
Finance,0.0042796005706134095
Finance,0.0024600246002460025
Finance,-0.004366812227074236
Finance,0.004993757802746567
Finance,0.00261437908496732
Finance,-0.002457002457002457
Finance,0.007462686567164179
Finance,0.003778337531486146
Finance,0.007712082262210797
Finance,-0.004629629629629629
Finance,-0.007220216606498195
Finance,0.002531645569620253
Finance,0.007623888182973317
Finance,0.008379888268156424
Finance,0.0
Healthcare,0.0031847133757961785
Healthcare,0.006745362563237774
Healthcare,0.0026560424966799467
Healthcare,0.00130718954248366
Healthcare,0.008917197452229299
Healthcare,0.0027624309392265192
Healthcare,0.0014044943820224719
Healthcare,0.0056179775280898875
Healthcare,0.006459948320413436
Healthcare,0.010376134889753566
Healthcare,-0.004231311706629055
Healthcare,0.0
Healthcare,0.0027247956403269754
Healthcare,0.0012836970474967907
Healthcare,0.009138381201044387
Healthcare,0.002531645569620253
Healthcare,0.006561679790026247
Healthcare,0.00392156862745098
Healthcare,0.002628120893561104
Healthcare,0.004043126684636119
Healthcare,0.0
Healthcare,0.008992805755395683
Healthcare,0.0
Healthcare,-0.0053404539385847796
Healthcare,-0.005383580080753701
Healthcare,-0.004070556309362279
Healthcare,0.0
Healthcare,0.0
Healthcare,0.004166666666666667
Healthcare,0.0013280212483399733
Healthcare,0.0
Healthcare,0.001314060446780552
Healthcare,-0.0014814814814814814
Healthcare,0.0
Healthcare,-0.001392757660167131
Healthcare,0.017069701280227598
Healthcare,0.01568627450980392
Healthcare,0.0
Hospitality,0.0064516129032258064
Hospitality,0.002583979328165375
Hospitality,-0.0012642225031605564
Hospitality,0.0012376237623762376
Hospitality,0.0
Hospitality,-0.005449591280653951
Hospitality,0.003968253968253968
Hospitality,0.015444015444015444
Hospitality,0.0038510911424903724
Hospitality,0.00375
Hospitality,-0.0037128712871287127
Hospitality,-0.014705882352941176
Hospitality,-0.0012919896640826874
Hospitality,-0.0040650406504065045
Hospitality,0.0
Hospitality,0.003703703703703704
Hospitality,0.01038961038961039
Hospitality,0.0
Hospitality,0.008771929824561403
Hospitality,0.021352313167259787
Hospitality,0.004918032786885246
Hospitality,0.005747126436781609
Hospitality,0.0078003120124804995
Hospitality,0.034482758620689655
Hospitality,0.0019047619047619048
Hospitality,-0.00267379679144385
Hospitality,0.007352941176470588
Hospitality,0.006546644844517185
Hospitality,0.012759170653907496
Hospitality,0.0
Logistics,0.010548523206751054
Logistics,0.0
Logistics,0.004807692307692308
Logistics,0.006839945280437756
Logistics,-0.0012239902080783353
Logistics,0.014970059880239521
Logistics,0.010279001468428781
Logistics,0.0015220700152207
Logistics,0.001277139208173691
Logistics,0.004166666666666667
Logistics,0.0028169014084507044
Logistics,0.008522727272727272
Logistics,0.005050505050505051
Logistics,0.0075528700906344415
Logistics,0.004087193460490463
Logistics,0.002962962962962963
Logistics,0.0
Logistics,0.001364256480218281
Logistics,0.002797202797202797
Logistics,0.008426966292134831
Logistics,0.002751031636863824
Logistics,-0.001447178002894356
Logistics,-0.004431314623338257
Logistics,0.006944444444444444
Logistics,0.0027137042062415195
Logistics,-0.009790209790209791
Logistics,-0.019736842105263157
Logistics,-0.004207573632538569
Logistics,-0.0027100271002710027
Logistics,-0.004658385093167702
Logistics,-0.009421265141318977
Logistics,0.004545454545454545
Logistics,0.014534883720930232
Logistics,0.004329004329004329
Logistics,0.006729475100942127
Logistics,0.0
Logistics,0.0
Logistics,-0.0014144271570014145
Logistics,0.004081632653061225
Logistics,0.0
Logistics,0.0
Logistics,-0.00125
Logistics,0.0
Logistics,-0.001451378809869376
Logistics,0.004491017964071856
Logistics,0.0015015015015015015
Logistics,0.010243277848911651
Logistics,0.0
Logistics,0.0
Logistics,0.016
Logistics,0.013157894736842105
Logistics,0.0
Logistics,0.024875621890547265
Logistics,0.012965964343598054
Logistics,0.00423728813559322
Logistics,0.005649717514124294
Logistics,0.008143322475570033
Logistics,-0.009150326797385621
Logistics,-0.009655172413793104
Logistics,0.005563282336578581
Logistics,0.005610098176718092
Logistics,0.002805049088359046
Logistics,0.0
Logistics,0.001303780964797914
Logistics,0.001524390243902439
Logistics,-0.001256281407035176
Logistics,0.0027100271002710027
Logistics,0.009308510638297872
Logistics,0.0063532401524777635
Logistics,0.0013351134846461949
Logistics,0.004143646408839779
Logistics,0.004026845637583893
Logistics,0.0013404825737265416
Logistics,-0.008247422680412371
Manufacturing,0.0
Manufacturing,-0.003766478342749529
Manufacturing,-0.002607561929595828
Manufacturing,0.00819672131147541
Manufacturing,0.0012626262626262627
Manufacturing,0.0013623978201634877
Manufacturing,0.005050505050505051
Manufacturing,0.004120879120879121
Manufacturing,0.0
Manufacturing,0.002472187886279357
Manufacturing,0.002531645569620253
Manufacturing,0.002560819462227913
Manufacturing,-0.0012755102040816326
Manufacturing,-0.006693440428380187
Manufacturing,0.0
Manufacturing,0.002728512960436562
Manufacturing,-0.007361963190184049
Manufacturing,-0.01034928848641656
Manufacturing,0.0038412291933418692
Manufacturing,0.007471980074719801
Manufacturing,0.004054054054054054
Manufacturing,0.00267379679144385
Manufacturing,0.004010695187165776
Manufacturing,0.00875
Manufacturing,0.0
Manufacturing,-0.004092769440654843
Manufacturing,0.002652519893899204
Manufacturing,-0.008275862068965517
Manufacturing,0.02204928664072633
Manufacturing,0.003865979381443299
Manufacturing,0.0
Manufacturing,0.0
Manufacturing,0.0056022408963585435
Manufacturing,0.00141643059490085
Manufacturing,-0.005154639175257732
Manufacturing,-0.009320905459387484
Manufacturing,-0.0037641154328732747
Manufacturing,0.011834319526627219
Manufacturing,0.01652892561983471
Manufacturing,0.0013605442176870747
Manufacturing,-0.001326259946949602
Manufacturing,0.004043126684636119
Manufacturing,0.0039603960396039604
Manufacturing,0.011795543905635648
Manufacturing,0.006802721088435374
Manufacturing,-0.001375515818431912
Manufacturing,-0.004273504273504274
Manufacturing,-0.007352941176470588
Retail,0.010218978102189781
Retail,0.018543046357615896
Retail,0.005188067444876783
Retail,0.0
Retail,0.001303780964797914
Retail,0.0026666666666666666
Retail,0.0012594458438287153
Retail,-0.0013513513513513514
Retail,0.0
Retail,0.003105590062111801
Retail,0.001321003963011889
Retail,-0.001287001287001287
Retail,0.008894536213468869
Retail,0.008287292817679558
Retail,-0.0013869625520110957
Retail,-0.0013280212483399733
Retail,0.0
Retail,0.0
Retail,0.0
Retail,0.002564102564102564
Retail,0.0013550135501355014
Retail,0.01870748299319728
Retail,0.004866180048661801
Retail,0.008708272859216255
Retail,0.0
Retail,-0.0013550135501355014
Retail,0.005263157894736842
Retail,0.0025031289111389237
Retail,0.0038910505836575876
Retail,0.0
Retail,0.003826530612244898
Retail,0.0024752475247524753
Retail,-0.001277139208173691
Retail,0.007575757575757576
Retail,0.005025125628140704
Retail,0.0036231884057971015
Retail,0.004975124378109453
Retail,0.015915119363395226
Retail,0.007863695937090432
Retail,-0.0013717421124828531
Retail,0.0224
Retail,0.005722460658082976
Retail,0.03636363636363636
Retail,0.019099590723055934
Retail,0.008955223880597015
Retail,0.017241379310344827
Retail,0.0030257186081694403
Retail,0.014184397163120567
Retail,0.0035842293906810036
